@relation Census_Income_database-weka.filters.unsupervised.attribute.Remove-R3

@attribute sex {Female,Male}
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute age numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income_class {<=50K,>50K}

@data
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,20,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,36,0,0,45,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,28,0,1628,50,United-States,<=50K
Female,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,63,0,0,35,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,50,0,0,60,United-States,<=50K
Male,?,1st-4th,2,Married-civ-spouse,?,Husband,White,59,0,0,45,Portugal,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,41,0,0,40,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,62,0,0,40,United-States,<=50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,35,0,0,80,?,>50K
Male,?,Some-college,10,Never-married,?,Own-child,White,21,0,0,40,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,48,0,0,55,United-States,>50K
Female,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,67,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,43,0,0,36,United-States,>50K
Male,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,49,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,54,0,0,40,United-States,>50K
Male,Private,11th,7,Never-married,Sales,Own-child,White,18,0,0,30,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,60,0,0,45,United-States,>50K
Female,Private,HS-grad,9,Never-married,Tech-support,Unmarried,White,27,0,0,40,Germany,<=50K
Male,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,62,99999,0,40,United-States,>50K
Male,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,39,15024,0,45,United-States,>50K
Female,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,52,0,0,51,United-States,<=50K
Female,Private,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,54,0,0,40,Philippines,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,28,0,0,40,?,<=50K
Male,Local-gov,HS-grad,9,Separated,Transport-moving,Not-in-family,White,53,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,28,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,24,0,0,50,United-States,<=50K
Male,?,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,37,0,0,30,United-States,<=50K
Male,?,HS-grad,9,Divorced,?,Other-relative,White,55,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,47,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,26,0,0,40,United-States,<=50K
Female,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,23,0,0,35,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,41,0,0,55,United-States,>50K
Female,State-gov,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,25,0,0,40,United-States,<=50K
Female,Private,12th,8,Never-married,Sales,Own-child,White,17,0,0,20,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,34,0,0,40,United-States,<=50K
Male,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,34,0,0,40,United-States,<=50K
Male,State-gov,Some-college,10,Never-married,Farming-fishing,Not-in-family,Black,41,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,24,0,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,32,0,0,40,United-States,<=50K
Female,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,21,0,0,11,United-States,<=50K
Female,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,46,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,19,0,0,35,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,29,0,0,40,United-States,>50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,43,0,2377,50,United-States,<=50K
Female,?,11th,7,Never-married,?,Own-child,White,18,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,33,0,0,88,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,21,0,0,40,United-States,<=50K
Female,State-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,33,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,29,0,1564,40,United-States,>50K
Female,?,Some-college,10,Never-married,?,Own-child,White,20,0,0,40,United-States,<=50K
Female,?,Assoc-voc,11,Married-civ-spouse,?,Wife,White,42,0,0,20,Iran,<=50K
Female,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,21,0,0,25,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,25,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,White,20,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,59,0,0,32,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,55,0,0,50,United-States,>50K
Male,Private,Assoc-acdm,12,Separated,Sales,Unmarried,White,49,0,0,35,United-States,<=50K
Male,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,48,0,1564,50,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,32,0,1977,44,United-States,>50K
Female,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,25,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,41,0,0,20,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,57,0,0,40,United-States,>50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,38,0,0,60,United-States,>50K
Female,Private,5th-6th,3,Divorced,Other-service,Unmarried,Other,25,0,0,20,Honduras,<=50K
Female,Local-gov,HS-grad,9,Widowed,Tech-support,Not-in-family,White,61,0,0,40,United-States,<=50K
Female,?,Some-college,10,Never-married,?,Own-child,White,23,0,0,15,United-States,<=50K
Male,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,43,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Other-service,Own-child,White,22,0,0,40,?,<=50K
Female,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,33,0,0,15,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,39,0,0,40,United-States,>50K
Female,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,44,0,1092,40,United-States,<=50K
Male,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Not-in-family,White,30,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,37,0,0,20,Puerto-Rico,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,37,0,0,40,Mexico,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,55,0,0,40,United-States,>50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,51,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,25,0,0,13,?,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,60,0,0,25,Iran,<=50K
Male,?,11th,7,Never-married,?,Own-child,White,17,0,0,50,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Other,30,0,0,40,Mexico,<=50K
Female,Private,12th,8,Widowed,Priv-house-serv,Unmarried,Black,63,0,0,35,United-States,<=50K
Male,Private,7th-8th,4,Never-married,Other-service,Own-child,Black,37,0,0,56,United-States,<=50K
Male,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,32,0,0,45,United-States,<=50K
Male,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,64,0,0,45,United-States,>50K
Female,Private,Some-college,10,Never-married,Sales,Unmarried,White,21,0,0,49,United-States,<=50K
Female,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,53,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,46,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,29,0,0,40,United-States,<=50K
Male,Private,Assoc-acdm,12,Separated,Adm-clerical,Not-in-family,White,44,0,0,35,United-States,<=50K
Male,Private,7th-8th,4,Separated,Craft-repair,Unmarried,White,47,0,0,40,Puerto-Rico,<=50K
Male,?,9th,5,Married-civ-spouse,?,Husband,Black,58,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,40,0,0,40,Jamaica,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,36,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,57,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,39,0,0,55,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,23,0,0,30,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,32,0,0,60,United-States,>50K
Female,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,33,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,40,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,37,0,0,40,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,46,0,0,40,United-States,<=50K
Male,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,32,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,56,0,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,46,0,1902,40,United-States,>50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,59,0,0,50,United-States,>50K
Male,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,21,4865,0,40,United-States,<=50K
Female,Private,9th,5,Divorced,Other-service,Not-in-family,White,37,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,18,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,28,0,0,50,United-States,<=50K
Male,?,12th,8,Never-married,?,Own-child,White,18,0,0,20,United-States,<=50K
Male,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,59,0,0,55,United-States,>50K
Female,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,25,0,0,40,United-States,<=50K
Female,Private,9th,5,Never-married,Other-service,Own-child,White,17,0,0,10,United-States,<=50K
Male,State-gov,Masters,14,Separated,Craft-repair,Not-in-family,White,30,99999,0,40,United-States,>50K
Female,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,21,0,0,28,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,31,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,56,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,64,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,46,0,0,40,United-States,>50K
Male,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,60,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,59,0,0,36,United-States,<=50K
Male,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,46,0,2258,50,United-States,<=50K
Male,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,19,0,0,30,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,49,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,24,0,0,45,United-States,<=50K
Female,Private,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,65,0,0,15,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,27,0,0,40,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,52,0,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,42,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,78,0,0,5,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,46,0,0,40,United-States,>50K
Male,Self-emp-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,60,0,0,55,Ireland,<=50K
Female,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,28,0,0,40,United-States,<=50K
Male,Private,9th,5,Never-married,Farming-fishing,Own-child,Black,17,0,0,20,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,57,0,0,40,United-States,>50K
Female,Local-gov,Doctorate,16,Never-married,Prof-specialty,Unmarried,Black,48,0,0,15,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,39,0,0,40,United-States,>50K
Male,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,38,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,White,20,0,0,35,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,32,0,1977,48,United-States,>50K
Male,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,41,0,0,40,?,>50K
Female,Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,66,0,0,32,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,46,0,0,40,United-States,>50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,48,99999,0,50,United-States,>50K
Female,Private,9th,5,Never-married,Other-service,Not-in-family,White,24,0,0,37,United-States,<=50K
Male,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,31,0,0,65,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,38,0,0,50,United-States,>50K
Male,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,57,0,0,48,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,20,0,0,40,United-States,<=50K
Male,Self-emp-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,54,0,0,70,United-States,<=50K
Male,?,HS-grad,9,Never-married,?,Not-in-family,White,62,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,25,0,0,30,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,21,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,23,0,0,30,United-States,<=50K
Male,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,34,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,40,0,1977,50,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,43,0,0,45,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,55,0,0,35,United-States,<=50K
Male,Local-gov,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,34,0,0,40,United-States,>50K
Female,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,21,0,0,25,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,40,0,0,40,United-States,<=50K
Female,Federal-gov,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,48,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,47,0,0,38,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,63,0,1902,40,United-States,>50K
Male,Federal-gov,HS-grad,9,Never-married,Craft-repair,Own-child,White,33,0,0,40,United-States,<=50K
Male,?,Some-college,10,Married-civ-spouse,?,Husband,White,64,0,0,10,United-States,>50K
Female,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,28,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,21,0,0,25,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,51,0,0,60,United-States,<=50K
Male,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,67,20051,0,60,Italy,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,33,0,0,38,United-States,<=50K
Male,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,31,0,2042,40,Mexico,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,46,0,0,40,United-States,>50K
Male,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,45,0,0,65,United-States,<=50K
Female,State-gov,7th-8th,4,Widowed,Other-service,Not-in-family,Black,66,2964,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,58,0,0,30,United-States,<=50K
Female,Private,Masters,14,Widowed,Sales,Own-child,Asian-Pac-Islander,40,0,0,50,United-States,<=50K
Male,?,7th-8th,4,Married-civ-spouse,?,Husband,White,71,0,2149,24,United-States,<=50K
Female,State-gov,HS-grad,9,Married-civ-spouse,Sales,Wife,White,42,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,46,3103,0,35,United-States,>50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,19,0,0,25,United-States,<=50K
Male,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,19,2597,0,40,?,<=50K
Female,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,37,0,1887,15,United-States,>50K
Female,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,22,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,64,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,38,0,0,40,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,56,0,0,40,United-States,<=50K
Female,Private,1st-4th,2,Divorced,Other-service,Not-in-family,White,47,0,0,15,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,35,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,23,0,0,40,United-States,<=50K
Female,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,32,0,0,50,United-States,<=50K
Female,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,49,7688,0,35,United-States,>50K
Female,?,Some-college,10,Never-married,?,Own-child,White,19,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,27,0,1887,40,United-States,>50K
Female,?,Some-college,10,Never-married,?,Own-child,White,19,0,0,32,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,20,0,0,20,United-States,<=50K
Male,Federal-gov,Bachelors,13,Never-married,Tech-support,Unmarried,White,42,0,0,40,United-States,<=50K
Male,Federal-gov,Bachelors,13,Separated,Tech-support,Unmarried,White,35,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,62,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,46,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,32,0,0,35,United-States,>50K
Male,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,35,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,55,4508,0,8,Yugoslavia,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,29,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,24,0,0,55,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,19,0,0,30,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,50,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,38,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,24,0,0,40,United-States,<=50K
Male,?,7th-8th,4,Married-civ-spouse,?,Husband,White,62,0,0,40,Ireland,>50K
Female,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,33,0,0,70,United-States,>50K
Male,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,79,0,0,15,United-States,<=50K
Male,Private,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,33,0,0,40,Japan,<=50K
Male,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,36,0,0,70,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,46,0,0,40,United-States,>50K
Male,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,17,0,0,6,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,22,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,39,0,0,45,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,27,0,0,55,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,57,0,0,40,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,26,0,0,32,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,28,0,0,35,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,46,0,0,50,United-States,>50K
Male,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,32,10520,0,50,United-States,>50K
Male,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,63,15024,0,40,United-States,>50K
Female,Private,11th,7,Separated,Sales,Not-in-family,Other,21,0,0,30,Mexico,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,44,5013,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,40,0,0,45,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,32,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,39,0,0,50,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,31,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,23,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,55,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,31,0,0,40,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,52,7688,0,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,30,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,28,0,0,40,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,28,99999,0,36,United-States,>50K
Male,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,52,0,1564,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Other-service,Own-child,White,32,0,0,20,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,35,0,0,35,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,26,0,0,40,United-States,<=50K
Female,Private,11th,7,Never-married,Other-service,Own-child,White,17,0,0,16,United-States,<=50K
Female,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,40,0,0,40,United-States,<=50K
Female,?,Assoc-voc,11,Married-civ-spouse,?,Wife,White,75,0,0,20,United-States,<=50K
Male,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,23,0,0,40,Italy,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,32,0,0,40,Mexico,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,27,0,0,45,United-States,<=50K
